home_team_name,home_team_name,away_team_name,home_team_goal,away_team_goal,league_name
Servette FC, Servette FC, Neuchâtel Xamax, 2, 1, Switzerland Super League
BSC Young Boys, BSC Young Boys, FC Lausanne-Sports, 4, 1, Switzerland Super League
FC Zürich, FC Zürich, FC Luzern, 1, 1, Switzerland Super League
FC Lausanne-Sports, FC Lausanne-Sports, FC Basel, 2, 3, Switzerland Super League
FC Thun, FC Thun, FC Luzern, 3, 1, Switzerland Super League
Grasshopper Club Zürich, Grasshopper Club Zürich, FC Sion, 2, 1, Switzerland Super League
Neuchâtel Xamax, Neuchâtel Xamax, FC Zürich, 3, 1, Switzerland Super League
Servette FC, Servette FC, BSC Young Boys, 1, 0, Switzerland Super League
FC Basel, FC Basel, BSC Young Boys, 1, 0, Switzerland Super League
FC Thun, FC Thun, Servette FC, 3, 0, Switzerland Super League
FC Luzern, FC Luzern, Grasshopper Club Zürich, 2, 1, Switzerland Super League
FC Sion, FC Sion, Neuchâtel Xamax, 2, 0, Switzerland Super League
FC Zürich, FC Zürich, FC Lausanne-Sports, 4, 1, Switzerland Super League
FC Basel, FC Basel, FC Luzern, 1, 0, Switzerland Super League
FC Lausanne-Sports, FC Lausanne-Sports, Neuchâtel Xamax, 1, 3, Switzerland Super League
Grasshopper Club Zürich, Grasshopper Club Zürich, FC Thun, 1, 0, Switzerland Super League
Servette FC, Servette FC, FC Zürich, 0, 1, Switzerland Super League
BSC Young Boys, BSC Young Boys, FC Sion, 1, 1, Switzerland Super League
FC Thun, FC Thun, BSC Young Boys, 1, 1, Switzerland Super League
FC Zürich, FC Zürich, FC Sion, 1, 1, Switzerland Super League
FC Lausanne-Sports, FC Lausanne-Sports, Grasshopper Club Zürich, 2, 1, Switzerland Super League
FC Luzern, FC Luzern, Servette FC, 1, 2, Switzerland Super League
Neuchâtel Xamax, Neuchâtel Xamax, FC Basel, 1, 1, Switzerland Super League
FC Luzern, FC Luzern, FC Zürich, 1, 1, Switzerland Super League
FC Basel, FC Basel, FC Sion, 0, 0, Switzerland Super League
Grasshopper Club Zürich, Grasshopper Club Zürich, FC Thun, 0, 1, Switzerland Super League
BSC Young Boys, BSC Young Boys, Servette FC, 3, 1, Switzerland Super League
FC Sion, FC Sion, BSC Young Boys, 1, 2, Switzerland Super League
FC Zürich, FC Zürich, Servette FC, 2, 3, Switzerland Super League
FC Basel, FC Basel, Neuchâtel Xamax, 2, 0, Switzerland Super League
FC Thun, FC Thun, Grasshopper Club Zürich, 3, 0, Switzerland Super League
FC Lausanne-Sports, FC Lausanne-Sports, FC Luzern, 0, 1, Switzerland Super League
FC Lausanne-Sports, FC Lausanne-Sports, FC Basel, 0, 2, Switzerland Super League
FC Thun, FC Thun, FC Luzern, 1, 1, Switzerland Super League
FC Sion, FC Sion, BSC Young Boys, 0, 1, Switzerland Super League
FC Zürich, FC Zürich, Grasshopper Club Zürich, 2, 0, Switzerland Super League
BSC Young Boys, BSC Young Boys, FC Basel, 2, 2, Switzerland Super League
FC Zürich, FC Zürich, FC Thun, 1, 1, Switzerland Super League
FC Lausanne-Sports, FC Lausanne-Sports, FC Luzern, 0, 0, Switzerland Super League
Servette FC, Servette FC, Grasshopper Club Zürich, 3, 1, Switzerland Super League
FC Luzern, FC Luzern, BSC Young Boys, 2, 0, Switzerland Super League
FC Basel, FC Basel, FC Zürich, 1, 0, Switzerland Super League
Grasshopper Club Zürich, Grasshopper Club Zürich, FC Lausanne-Sports, 0, 0, Switzerland Super League
FC Sion, FC Sion, Servette FC, 0, 1, Switzerland Super League
FC Thun, FC Thun, Servette FC, 1, 0, Switzerland Super League
FC Zürich, FC Zürich, FC Sion, 0, 1, Switzerland Super League
FC Basel, FC Basel, FC Luzern, 3, 1, Switzerland Super League
FC Lausanne-Sports, FC Lausanne-Sports, BSC Young Boys, 0, 0, Switzerland Super League
Grasshopper Club Zürich, Grasshopper Club Zürich, FC Basel, 0, 2, Switzerland Super League
FC Sion, FC Sion, FC Thun, 1, 0, Switzerland Super League
FC Lausanne-Sports, FC Lausanne-Sports, FC Zürich, 0, 1, Switzerland Super League
Servette FC, Servette FC, FC Luzern, 2, 1, Switzerland Super League
Grasshopper Club Zürich, Grasshopper Club Zürich, BSC Young Boys, 2, 0, Switzerland Super League
FC Luzern, FC Luzern, FC Sion, 0, 0, Switzerland Super League
Servette FC, Servette FC, FC Zürich, 1, 1, Switzerland Super League
FC Thun, FC Thun, FC Lausanne-Sports, 2, 0, Switzerland Super League
FC Basel, FC Basel, Servette FC, 5, 0, Switzerland Super League
FC Luzern, FC Luzern, Grasshopper Club Zürich, 1, 0, Switzerland Super League
FC Sion, FC Sion, FC Lausanne-Sports, 1, 0, Switzerland Super League
BSC Young Boys, BSC Young Boys, FC Thun, 4, 0, Switzerland Super League
Grasshopper Club Zürich, Grasshopper Club Zürich, FC Sion, 0, 2, Switzerland Super League
FC Thun, FC Thun, FC Basel, 2, 3, Switzerland Super League
FC Lausanne-Sports, FC Lausanne-Sports, Servette FC, 3, 1, Switzerland Super League
FC Zürich, FC Zürich, BSC Young Boys, 2, 2, Switzerland Super League
FC Luzern, FC Luzern, FC Basel, 1, 1, Switzerland Super League
FC Sion, FC Sion, FC Zürich, 2, 1, Switzerland Super League
BSC Young Boys, BSC Young Boys, FC Lausanne-Sports, 1, 3, Switzerland Super League
Servette FC, Servette FC, FC Thun, 0, 2, Switzerland Super League
FC Lausanne-Sports, FC Lausanne-Sports, FC Thun, 1, 0, Switzerland Super League
BSC Young Boys, BSC Young Boys, Grasshopper Club Zürich, 2, 2, Switzerland Super League
Servette FC, Servette FC, FC Sion, 2, 2, Switzerland Super League
FC Zürich, FC Zürich, FC Luzern, 0, 0, Switzerland Super League
Grasshopper Club Zürich, Grasshopper Club Zürich, FC Basel, 2, 2, Switzerland Super League
FC Lausanne-Sports, FC Lausanne-Sports, FC Zürich, 2, 1, Switzerland Super League
FC Luzern, FC Luzern, FC Thun, 0, 0, Switzerland Super League
Neuchâtel Xamax, Neuchâtel Xamax, FC Sion, 0, 3, Switzerland Super League
BSC Young Boys, BSC Young Boys, Servette FC, 1, 1, Switzerland Super League
FC Luzern, FC Luzern, Servette FC, 3, 1, Switzerland Super League
FC Thun, FC Thun, Grasshopper Club Zürich, 0, 0, Switzerland Super League
FC Sion, FC Sion, FC Basel, 0, 3, Switzerland Super League
FC Zürich, FC Zürich, FC Lausanne-Sports, 2, 0, Switzerland Super League
Grasshopper Club Zürich, Grasshopper Club Zürich, FC Luzern, 2, 2, Switzerland Super League
Servette FC, Servette FC, BSC Young Boys, 2, 1, Switzerland Super League
FC Basel, FC Basel, FC Lausanne-Sports, 3, 1, Switzerland Super League
FC Thun, FC Thun, FC Sion, 1, 1, Switzerland Super League
BSC Young Boys, BSC Young Boys, FC Zürich, 1, 0, Switzerland Super League
FC Basel, FC Basel, FC Thun, 2, 1, Switzerland Super League
Grasshopper Club Zürich, Grasshopper Club Zürich, Servette FC, 0, 3, Switzerland Super League
FC Lausanne-Sports, FC Lausanne-Sports, FC Sion, 1, 0, Switzerland Super League
BSC Young Boys, BSC Young Boys, FC Luzern, 2, 2, Switzerland Super League
FC Sion, FC Sion, Grasshopper Club Zürich, 3, 2, Switzerland Super League
Servette FC, Servette FC, FC Lausanne-Sports, 0, 0, Switzerland Super League
FC Zürich, FC Zürich, FC Basel, 1, 5, Switzerland Super League
FC Basel, FC Basel, Grasshopper Club Zürich, 6, 3, Switzerland Super League
FC Luzern, FC Luzern, FC Lausanne-Sports, 3, 2, Switzerland Super League
FC Thun, FC Thun, BSC Young Boys, 2, 2, Switzerland Super League
FC Zürich, FC Zürich, Servette FC, 0, 1, Switzerland Super League
Grasshopper Club Zürich, Grasshopper Club Zürich, FC Zürich, 0, 1, Switzerland Super League
FC Luzern, FC Luzern, FC Thun, 0, 1, Switzerland Super League
Servette FC, Servette FC, FC Basel, 2, 1, Switzerland Super League
BSC Young Boys, BSC Young Boys, FC Sion, 3, 0, Switzerland Super League
FC Basel, FC Basel, BSC Young Boys, 1, 2, Switzerland Super League
FC Lausanne-Sports, FC Lausanne-Sports, Grasshopper Club Zürich, 2, 1, Switzerland Super League
FC Sion, FC Sion, FC Luzern, 1, 3, Switzerland Super League
FC Thun, FC Thun, FC Zürich, 2, 4, Switzerland Super League
FC Basel, FC Basel, FC Sion, 3, 3, Switzerland Super League
Servette FC, Servette FC, FC Lausanne-Sports, 4, 2, Switzerland Super League
FC Luzern, FC Luzern, BSC Young Boys, 1, 1, Switzerland Super League
FC Thun, FC Thun, Neuchâtel Xamax, 0, 0, Switzerland Super League
FC Zürich, FC Zürich, Grasshopper Club Zürich, 6, 0, Switzerland Super League
FC Basel, FC Basel, FC Zürich, 1, 2, Switzerland Super League
Neuchâtel Xamax, Neuchâtel Xamax, Servette FC, 0, 0, Switzerland Super League
Grasshopper Club Zürich, Grasshopper Club Zürich, BSC Young Boys, 0, 3, Switzerland Super League
FC Sion, FC Sion, FC Luzern, 1, 1, Switzerland Super League
FC Thun, FC Thun, FC Lausanne-Sports, 5, 2, Switzerland Super League
FC Luzern, FC Luzern, FC Basel, 3, 1, Switzerland Super League
Servette FC, Servette FC, Grasshopper Club Zürich, 3, 4, Switzerland Super League
FC Zürich, FC Zürich, Neuchâtel Xamax, 0, 2, Switzerland Super League
FC Lausanne-Sports, FC Lausanne-Sports, FC Sion, 0, 2, Switzerland Super League
BSC Young Boys, BSC Young Boys, FC Thun, 0, 2, Switzerland Super League
Grasshopper Club Zürich, Grasshopper Club Zürich, FC Luzern, 0, 1, Switzerland Super League
Neuchâtel Xamax, Neuchâtel Xamax, FC Lausanne-Sports, 2, 2, Switzerland Super League
FC Basel, FC Basel, FC Thun, 2, 1, Switzerland Super League
FC Sion, FC Sion, Servette FC, 0, 4, Switzerland Super League
BSC Young Boys, BSC Young Boys, FC Zürich, 2, 3, Switzerland Super League
FC Luzern, FC Luzern, FC Zürich, 3, 1, Switzerland Super League
Servette FC, Servette FC, FC Basel, 0, 4, Switzerland Super League
FC Lausanne-Sports, FC Lausanne-Sports, BSC Young Boys, 0, 3, Switzerland Super League
Neuchâtel Xamax, Neuchâtel Xamax, Grasshopper Club Zürich, 2, 0, Switzerland Super League
FC Thun, FC Thun, FC Sion, 0, 3, Switzerland Super League
FC Basel, FC Basel, FC Lausanne-Sports, 6, 0, Switzerland Super League
BSC Young Boys, BSC Young Boys, Neuchâtel Xamax, 4, 1, Switzerland Super League
FC Zürich, FC Zürich, FC Thun, 0, 0, Switzerland Super League
Servette FC, Servette FC, FC Luzern, 0, 2, Switzerland Super League
FC Sion, FC Sion, Grasshopper Club Zürich, 2, 0, Switzerland Super League
Servette FC, Servette FC, FC Basel, 0, 1, Switzerland Super League
FC Thun, FC Thun, FC Lausanne-Sports, 0, 0, Switzerland Super League
FC Luzern, FC Luzern, FC Zürich, 1, 1, Switzerland Super League
Grasshopper Club Zürich, Grasshopper Club Zürich, FC Sion, 0, 2, Switzerland Super League
FC St. Gallen, FC St. Gallen, BSC Young Boys, 1, 1, Switzerland Super League
FC Basel, FC Basel, FC Sion, 4, 1, Switzerland Super League
Grasshopper Club Zürich, Grasshopper Club Zürich, FC Luzern, 2, 0, Switzerland Super League
Servette FC, Servette FC, FC Lausanne-Sports, 0, 1, Switzerland Super League
FC Thun, FC Thun, BSC Young Boys, 2, 1, Switzerland Super League
FC Zürich, FC Zürich, FC St. Gallen, 0, 2, Switzerland Super League
Grasshopper Club Zürich, Grasshopper Club Zürich, FC St. Gallen, 1, 0, Switzerland Super League
FC Lausanne-Sports, FC Lausanne-Sports, FC Basel, 1, 1, Switzerland Super League
FC Luzern, FC Luzern, FC Thun, 2, 1, Switzerland Super League
FC Sion, FC Sion, FC Zürich, 2, 2, Switzerland Super League
BSC Young Boys, BSC Young Boys, Servette FC, 6, 2, Switzerland Super League
FC Basel, FC Basel, Servette FC, 3, 2, Switzerland Super League
FC Sion, FC Sion, FC Luzern, 3, 2, Switzerland Super League
FC St. Gallen, FC St. Gallen, FC Lausanne-Sports, 2, 1, Switzerland Super League
FC Thun, FC Thun, Grasshopper Club Zürich, 2, 3, Switzerland Super League
FC Zürich, FC Zürich, BSC Young Boys, 1, 1, Switzerland Super League
Grasshopper Club Zürich, Grasshopper Club Zürich, BSC Young Boys, 3, 2, Switzerland Super League
FC Lausanne-Sports, FC Lausanne-Sports, FC Zürich, 0, 2, Switzerland Super League
FC Luzern, FC Luzern, FC Basel, 1, 0, Switzerland Super League
Servette FC, Servette FC, FC St. Gallen, 1, 1, Switzerland Super League
FC Thun, FC Thun, FC Sion, 1, 1, Switzerland Super League
Servette FC, Servette FC, Grasshopper Club Zürich, 2, 0, Switzerland Super League
FC Sion, FC Sion, FC Lausanne-Sports, 1, 1, Switzerland Super League
FC St. Gallen, FC St. Gallen, FC Thun, 1, 0, Switzerland Super League
BSC Young Boys, BSC Young Boys, FC Luzern, 2, 1, Switzerland Super League
FC Zürich, FC Zürich, FC Basel, 1, 2, Switzerland Super League
FC Basel, FC Basel, BSC Young Boys, 2, 0, Switzerland Super League
Grasshopper Club Zürich, Grasshopper Club Zürich, FC Lausanne-Sports, 1, 1, Switzerland Super League
FC Luzern, FC Luzern, Servette FC, 1, 1, Switzerland Super League
FC St. Gallen, FC St. Gallen, FC Sion, 0, 3, Switzerland Super League
FC Thun, FC Thun, FC Zürich, 1, 4, Switzerland Super League
FC Basel, FC Basel, Grasshopper Club Zürich, 4, 0, Switzerland Super League
FC Lausanne-Sports, FC Lausanne-Sports, FC Thun, 3, 0, Switzerland Super League
Servette FC, Servette FC, FC Sion, 0, 2, Switzerland Super League
BSC Young Boys, BSC Young Boys, FC St. Gallen, 0, 0, Switzerland Super League
FC Zürich, FC Zürich, FC Luzern, 0, 2, Switzerland Super League
FC Lausanne-Sports, FC Lausanne-Sports, BSC Young Boys, 2, 1, Switzerland Super League
FC Sion, FC Sion, Grasshopper Club Zürich, 1, 1, Switzerland Super League
FC St. Gallen, FC St. Gallen, FC Luzern, 1, 1, Switzerland Super League
FC Thun, FC Thun, FC Basel, 3, 2, Switzerland Super League
FC Zürich, FC Zürich, Servette FC, 0, 2, Switzerland Super League
FC Basel, FC Basel, FC St. Gallen, 1, 0, Switzerland Super League
Grasshopper Club Zürich, Grasshopper Club Zürich, FC Zürich, 1, 0, Switzerland Super League
FC Luzern, FC Luzern, FC Lausanne-Sports, 0, 0, Switzerland Super League
Servette FC, Servette FC, FC Thun, 0, 0, Switzerland Super League
BSC Young Boys, BSC Young Boys, FC Sion, 3, 1, Switzerland Super League
FC Basel, FC Basel, FC Sion, 3, 0, Switzerland Super League
Servette FC, Servette FC, Grasshopper Club Zürich, 0, 1, Switzerland Super League
FC St. Gallen, FC St. Gallen, FC Thun, 0, 0, Switzerland Super League
BSC Young Boys, BSC Young Boys, FC Luzern, 3, 2, Switzerland Super League
FC Zürich, FC Zürich, FC Lausanne-Sports, 2, 0, Switzerland Super League
FC Basel, FC Basel, FC Luzern, 2, 2, Switzerland Super League
FC Lausanne-Sports, FC Lausanne-Sports, FC St. Gallen, 0, 1, Switzerland Super League
BSC Young Boys, BSC Young Boys, Grasshopper Club Zürich, 0, 1, Switzerland Super League
FC Sion, FC Sion, Servette FC, 1, 0, Switzerland Super League
FC Zürich, FC Zürich, FC Thun, 0, 2, Switzerland Super League
Grasshopper Club Zürich, Grasshopper Club Zürich, BSC Young Boys, 2, 0, Switzerland Super League
FC Lausanne-Sports, FC Lausanne-Sports, FC Basel, 1, 2, Switzerland Super League
FC Luzern, FC Luzern, FC Zürich, 1, 1, Switzerland Super League
FC Sion, FC Sion, FC St. Gallen, 1, 0, Switzerland Super League
FC Thun, FC Thun, Servette FC, 1, 1, Switzerland Super League
FC Basel, FC Basel, Grasshopper Club Zürich, 0, 0, Switzerland Super League
Servette FC, Servette FC, FC Lausanne-Sports, 1, 0, Switzerland Super League
FC St. Gallen, FC St. Gallen, FC Luzern, 4, 0, Switzerland Super League
FC Thun, FC Thun, FC Sion, 4, 0, Switzerland Super League
FC Zürich, FC Zürich, BSC Young Boys, 4, 0, Switzerland Super League
FC Lausanne-Sports, FC Lausanne-Sports, Grasshopper Club Zürich, 0, 0, Switzerland Super League
FC Luzern, FC Luzern, FC Thun, 0, 0, Switzerland Super League
Servette FC, Servette FC, FC Basel, 1, 2, Switzerland Super League
BSC Young Boys, BSC Young Boys, FC St. Gallen, 2, 0, Switzerland Super League
FC Zürich, FC Zürich, FC Sion, 3, 1, Switzerland Super League
FC Basel, FC Basel, BSC Young Boys, 3, 0, Switzerland Super League
Grasshopper Club Zürich, Grasshopper Club Zürich, FC St. Gallen, 3, 1, Switzerland Super League
FC Luzern, FC Luzern, Servette FC, 1, 1, Switzerland Super League
FC Sion, FC Sion, FC Lausanne-Sports, 0, 1, Switzerland Super League
FC Thun, FC Thun, FC Zürich, 0, 4, Switzerland Super League
FC Basel, FC Basel, FC Thun, 1, 0, Switzerland Super League
Grasshopper Club Zürich, Grasshopper Club Zürich, FC Luzern, 0, 0, Switzerland Super League
Servette FC, Servette FC, FC Zürich, 1, 2, Switzerland Super League
FC St. Gallen, FC St. Gallen, FC Lausanne-Sports, 3, 1, Switzerland Super League
BSC Young Boys, BSC Young Boys, FC Sion, 0, 0, Switzerland Super League
FC Lausanne-Sports, FC Lausanne-Sports, BSC Young Boys, 0, 0, Switzerland Super League
FC Luzern, FC Luzern, FC Basel, 0, 4, Switzerland Super League
FC Sion, FC Sion, Servette FC, 1, 1, Switzerland Super League
FC Thun, FC Thun, Grasshopper Club Zürich, 1, 0, Switzerland Super League
FC Zürich, FC Zürich, FC St. Gallen, 1, 3, Switzerland Super League
FC Lausanne-Sports, FC Lausanne-Sports, FC Thun, 2, 4, Switzerland Super League
FC Sion, FC Sion, FC Luzern, 2, 1, Switzerland Super League
FC St. Gallen, FC St. Gallen, FC Basel, 1, 1, Switzerland Super League
BSC Young Boys, BSC Young Boys, Servette FC, 0, 2, Switzerland Super League
FC Zürich, FC Zürich, Grasshopper Club Zürich, 2, 4, Switzerland Super League
FC Basel, FC Basel, FC Zürich, 3, 1, Switzerland Super League
Grasshopper Club Zürich, Grasshopper Club Zürich, FC Sion, 1, 1, Switzerland Super League
FC Luzern, FC Luzern, FC Lausanne-Sports, 1, 0, Switzerland Super League
Servette FC, Servette FC, FC St. Gallen, 1, 3, Switzerland Super League
BSC Young Boys, BSC Young Boys, FC Thun, 1, 2, Switzerland Super League
FC Lausanne-Sports, FC Lausanne-Sports, FC St. Gallen, 1, 3, Switzerland Super League
FC Luzern, FC Luzern, Grasshopper Club Zürich, 1, 1, Switzerland Super League
FC Sion, FC Sion, BSC Young Boys, 0, 0, Switzerland Super League
FC Thun, FC Thun, FC Basel, 2, 2, Switzerland Super League
FC Zürich, FC Zürich, Servette FC, 4, 0, Switzerland Super League
FC Basel, FC Basel, FC Luzern, 0, 3, Switzerland Super League
Grasshopper Club Zürich, Grasshopper Club Zürich, FC Thun, 0, 2, Switzerland Super League
Servette FC, Servette FC, FC Sion, 4, 0, Switzerland Super League
FC St. Gallen, FC St. Gallen, FC Zürich, 1, 2, Switzerland Super League
BSC Young Boys, BSC Young Boys, FC Lausanne-Sports, 3, 1, Switzerland Super League
Grasshopper Club Zürich, Grasshopper Club Zürich, FC Basel, 2, 2, Switzerland Super League
FC St. Gallen, FC St. Gallen, FC Zürich, 3, 1, Switzerland Super League
BSC Young Boys, BSC Young Boys, FC Thun, 3, 0, Switzerland Super League
FC Lausanne-Sports, FC Lausanne-Sports, Servette FC, 5, 1, Switzerland Super League
FC Luzern, FC Luzern, FC Sion, 0, 3, Switzerland Super League
Grasshopper Club Zürich, Grasshopper Club Zürich, Servette FC, 2, 0, Switzerland Super League
FC Lausanne-Sports, FC Lausanne-Sports, FC Zürich, 1, 1, Switzerland Super League
FC Sion, FC Sion, FC Basel, 0, 1, Switzerland Super League
FC St. Gallen, FC St. Gallen, BSC Young Boys, 3, 1, Switzerland Super League
FC Thun, FC Thun, FC Luzern, 1, 1, Switzerland Super League
FC Lausanne-Sports, FC Lausanne-Sports, FC Sion, 1, 3, Switzerland Super League
FC Luzern, FC Luzern, FC St. Gallen, 2, 0, Switzerland Super League
Servette FC, Servette FC, FC Thun, 2, 0, Switzerland Super League
BSC Young Boys, BSC Young Boys, Grasshopper Club Zürich, 4, 0, Switzerland Super League
FC Zürich, FC Zürich, FC Basel, 3, 1, Switzerland Super League
FC Basel, FC Basel, Servette FC, 2, 0, Switzerland Super League
Grasshopper Club Zürich, Grasshopper Club Zürich, FC Zürich, 0, 1, Switzerland Super League
FC Luzern, FC Luzern, BSC Young Boys, 3, 1, Switzerland Super League
FC St. Gallen, FC St. Gallen, FC Sion, 5, 0, Switzerland Super League
FC Thun, FC Thun, FC Lausanne-Sports, 2, 0, Switzerland Super League
FC Basel, FC Basel, FC Lausanne-Sports, 2, 0, Switzerland Super League
Servette FC, Servette FC, BSC Young Boys, 0, 1, Switzerland Super League
